id,season,episode,scene,line_text,speaker,deleted
13632,3,14,18,shut angela!,Meredith,False
13633,3,14,19,hey,Pam,False
13634,3,14,19,hey,Jim,False
13635,3,14,19,ugh,Pam,False
13636,3,14,19,ugh,Jim,False
13637,3,14,19,everything okay,Pam,False
13638,3,14,19,oh yeah  why,Jim,False
13639,3,14,19,well seem little tired,Pam,False
13640,3,14,19,oh  yeah well guess there's couple late nights karen talking,Jim,False
13641,3,14,19,get sleep,Pam,False
13642,3,14,19,yeah know should,Jim,False
13643,3,14,19,never underestimate power good night's sleep,Pam,False
13644,3,14,19,no i'm sure right,Jim,False
13645,3,14,19,get eight hours compared like six hours like big difference,Pam,False
13646,3,14,19,really,Jim,False
13647,3,14,19,oh yeah  gotta get rem cycle going whole sleeping  better not,Pam,False
13648,3,14,19,good advice beesley  thanks  see there,Jim,False
13649,3,14,19,yeah  fall asleep desk  [turning towards vending machine] oh god,Pam,False
13650,3,14,20,okay  off  ryan going go get supplies need handle hiring strippers,Michael,False
13651,3,14,20,absolutely not,Jim,False
13652,3,14,20,i'm it,Dwight,False
13653,3,14,20,well get it  make happen,Michael,False
13654,3,14,21,ruddy cheeks thick calves tats moles tats  no tats  course want-,Dwight,False
13655,3,14,21,stop  that's disgusting,Jim,False
13656,3,14,21,leave alone get male stripper,Dwight,False
13657,3,14,21,fine,Jim,False
13658,3,14,21,knew would nancy,Dwight,False
13659,3,14,21,sally,Jim,False
13660,3,14,21,preference think redhead brunette,Dwight,False
13661,3,14,21,blonde,Jim,False
13662,3,14,21,nice  blonde women,Dwight,False
13663,3,14,22,[giggles.],Michael,False
13664,3,14,22,even said word yet  giggling,Ryan,False
13665,3,14,22,[pokes ryan sex toy.] gotcha oh! [phone rings.] yes,Michael,False
13666,3,14,22,okay,Jim,False
13667,3,14,22,i'm the i'm sex shop,Michael,False
13668,3,14,22,ah gotcha  okay albert einstein ben franklin sponge bob squarepants,Jim,False
13669,3,14,22,squarepants,Michael,False
13670,3,14,22,yep spongebob squarepants,Jim,False
13671,3,14,22,think that'd sexy,Michael,False
13672,3,14,23,michael referred male strip club called banana slings  instead called scholastic speakers pennsylvania,Jim,False
13673,3,14,24,hold door please!,Ben Franklin,False
13674,3,14,24,oh,Michael,False
13675,3,14,24,thank you,Ben Franklin,False
13676,3,14,24,oh  hello!,Michael,False
13677,3,14,24,hello!,Ben Franklin,False
13678,3,14,24,wearing thong,Michael,False
13679,3,14,24,what,Ben Franklin,False
13680,3,14,25,sparkling cider good,Angela,False
13681,3,14,25,think that's champagne,Pam,False
13682,3,14,25,[spits champagne back glass],Angela,False
13683,3,14,25,hello ladies  history buff  who's fan buff naked  without ado one only sexy mr benjamin franklin,Michael,False
13684,3,14,25,thank introduction mr scott good afternoon fine gentlewomen dunder mifflin,Ben Franklin,False
13685,3,14,25,half pants right mr franklin,Michael,False
13686,3,14,25,knickers fact yes!,Ben Franklin,False
13687,3,14,25,he's knickers  mr franklin would say probably one sexiest presidents ever,Michael,False
13688,3,14,25,well actually never president,Ben Franklin,False
13689,3,14,25,yes but ben franklin was,Michael,False
13690,3,14,25,ah  i'm teach little bit life era founding fathers,Ben Franklin,False
13691,3,14,25,came mayflower  bow chicka bow,Michael,False
13692,3,14,25,wait entertainment,Meredith,False
13693,3,14,25,yeah alright want give undivided attention mr franklin ladies misbehave give permission spank them  especially one [points phyllis],Michael,False
13694,3,14,26,ever seen stripper before,Jim,False
13695,3,14,26,yes  jennifer garner portrayed one alias  one many aliases,Dwight,False
13696,3,14,26,yeah neither,Jim,False
13697,3,14,26,hey,Elizabeth,False
13698,3,14,26,hi,Jim,False
13699,3,14,26,i'm elizabeth i'm dancer requested,Elizabeth,False
13700,3,14,26,okay specifically ordered stripper,Dwight,False
13701,3,14,26,i'm stripper,Elizabeth,False
13702,3,14,26,oh okay good  well future please identify such,Dwight,False
13703,3,14,26,[phone rings] oh god,Jim,False
13704,3,14,26,[reading text message] hot  text back 'kind of.',Dwight,False
13705,3,14,27,warm june evening 1752 night fateful kite flight,Ben Franklin,False
13706,3,14,27,mr franklin,Karen,False
13707,3,14,27,yes,Ben Franklin,False
13708,3,14,27,girlfriend,Karen,False
13709,3,14,27,lovely wife deborah,Ben Franklin,False
13710,3,14,27,also girlfriends paris  like lot them,Pam,False
13711,3,14,27,uh well grey area life  okay  so warm june evening,Ben Franklin,False
13712,3,14,28,look that  nothing like grilling great outdoors,Michael,False
13713,3,14,28,grill grilled foot on,Ryan,False
13714,3,14,28,no  yes,Michael,False
13715,3,14,28,oh gross,Ryan,False
13716,3,14,28,got foot it,Michael,False
13717,3,14,29,okay ben franklin!,Pam,False
13718,3,14,29,ben franklin tied cherry stem mouth!,Karen,False
13719,3,14,29,well renaissance man,Ben Franklin,False
13720,3,14,29,ben franklin wear boxers briefs pantaloons,Pam,False
13721,3,14,29,well saucy!  [winks pam.],Ben Franklin,False
13722,3,14,30,guys beef!  what's dinner!  wants man meat,Michael,False
13723,3,14,30,do!  want man meat!,Dwight,False
13724,3,14,30,michael dwight would like man meat,Jim,False
13725,3,14,30,well man meat shall have  go  deliciousity,Michael,False
13726,3,14,30,[stanley's fork breaks.] course,Stanley,False
13727,3,14,31,guess ben franklin wig costume figure put practical use,Karen,False
13728,3,14,31,well like think dad ben franklin impersonator really pressured it,Pam,False
13729,3,14,31,hey um wanted talk you  know weird whatever jim told guys,Karen,False
13730,3,14,31,mean,Pam,False
13731,3,14,31,well kissed  talked totally fine big deal  kiss  wait- still interested him,Karen,False
13732,3,14,31,oh yeah,Pam,False
13733,3,14,31,really,Karen,False
13734,3,14,31,oh no confused phrasing  definitely go jim  mean going jim  i'm going jim  dating him awesome guys great together,Pam,False
13735,3,14,31,okay,Karen,False
13736,3,14,31,i'm jim  yeah,Pam,False
13737,3,14,31,um well good,Karen,False
13738,3,14,31,yeah  sorry,Pam,False
13739,3,14,31,sorry about,Karen,False
13740,3,14,31,um what,Pam,False
13741,3,14,31,sorry about,Karen,False
13742,3,14,31,nothing  thinking something else,Pam,False
13743,3,14,32,okay  game limit deuce seven lowball lines twenty five fifty nickels worth ten dimes twenty-five quarters fifty nothing wild,Kevin,False
13744,3,14,32,call shuffle  go  [spreads cards table],Michael,False
13745,3,14,32,michael,Kevin,False
13746,3,14,32,ah gentlemen entertainment here  everybody i'd like introduce elizabeth,Michael,False
13747,3,14,32,hi guys!,Elizabeth,False
13748,3,14,32,nice outfit,Michael,False
13749,3,14,32,hear there's important meeting here,Elizabeth,False
13750,3,14,33,i'm really strippers  know find sexy  pam's art  artist appreciate that  moving sexy  art,Roy,False
13751,3,14,34,hit it [feel like makin' love plays background] where's groom,Elizabeth,False
13752,3,14,34,he's right there  is,Michael,False
13753,3,14,34,absolutely not  that's you  that's you,Bob Vance,False
13754,3,14,34,okay  alright i'll it  yeah  lets it  lets thing  yeah  i,Michael,False
13755,3,14,34,sit down,Elizabeth,False
13756,3,14,34,alright,Michael,False
13757,3,14,34,alright,Elizabeth,False
13758,3,14,34,okay,Michael,False
13759,3,14,34,go,Elizabeth,False
13760,3,14,34,go  alright!,Michael,False
13761,3,14,34,yeah!,Elizabeth,False
13762,3,14,34,bad! bad!  smell nice  like tide,Michael,False
13763,3,14,34,mmm what's that,Elizabeth,False
13764,3,14,34,smell like tide detergent  use tide detergent  ha ha ha!  girlfriend so,Michael,False
13765,3,14,34,bet she'd jealous [rips shirt],Elizabeth,False
13766,3,14,34,yeah probably yeah would be  know what okay excuse me  please stop it stop it turn music  wrong wrong!  wrong!  girlfriend  engaged i'm sure boyfriend prison something lets clear okay  shame you  go back work!,Michael,False
13767,3,14,35,elizabeth want sit here  phone rings answer it,Dwight,False
13768,3,14,35,want answer phones clothes on,Elizabeth,False
13769,3,14,35,hired three hours work we're going get it,Dwight,False
13770,3,14,35,oh love poster,Elizabeth,False
13771,3,14,35,thank you,Angela,False
13772,3,14,35,[mouths 'hi' stripper],Kevin,False
13773,3,14,36,know invented electricity,Ben Franklin,False
13774,3,14,36,know,Pam,False
13775,3,14,36,well i'm sensing little electricity right here,Ben Franklin,False
13776,3,14,36,ben franklin syphilis,Pam,False
13777,3,14,36,yes don't  name gordon,Ben Franklin,False
13778,3,14,36,ohhh,Pam,False
13779,3,14,37,one hand want honest jan tell truth hand i'm afraid going dump me,Michael,False
13780,3,14,37,know michael fathered illegitimate son,Ben Franklin,False
13781,3,14,37,really,Michael,False
13782,3,14,37,kept wife deborah  things serve upset women  gentler sex,Ben Franklin,False
13783,3,14,37,well ben franklin really kind sleezebag,Michael,False
13784,3,14,38,stripper could ask question women  um tell girlfriend danced me,Michael,False
13785,3,14,38,secrets secrets fun  secrets secrets hurt someone,Elizabeth,False
13786,3,14,38,wow  thank you,Michael,False
13787,3,14,39,care piece chocolate,Dwight,False
13788,3,14,39,chocolate!  acquire it  delicacy amazon yet imported united states,Ben Franklin,False
13789,3,14,39,king austria,Dwight,False
13790,3,14,39,joseph 2nd,Ben Franklin,False
13791,3,14,39,king prussia,Dwight,False
13792,3,14,39,fredrick wilhelm 3rd,Ben Franklin,False
13793,3,14,39,king england,Dwight,False
13794,3,14,39,tyrant king george course!,Ben Franklin,False
13795,3,14,40,care jim says real ben franklin  99% sure,Dwight,False
13796,3,14,41,[on speaker phone] michael left meeting  urgent  you okay,Jan,False
13797,3,14,41,really look know say will,Michael,False
13798,3,14,41,okay,Jan,False
13799,3,14,41,went bachelor party things got little hand,Michael,False
13800,3,14,41,uh when did last night,Jan,False
13801,3,14,41,no today work,Michael,False
13802,3,14,41,went bachelor party work,Jan,False
13803,3,14,41,yes kind arranged it,Michael,False
13804,3,14,42,well even think stripper hot  guys think hot,Kelly,False
13805,3,14,42,kelly this,Ryan,False
13806,3,14,42,what  asked question,Kelly,False
13807,3,14,42,know doing,Ryan,False
13808,3,14,42,anyway know totally flirting ben franklin  pam,Kelly,False
13809,3,14,42,really  looks like hired right guy  i'm glad  real potential beesley,Jim,False
13810,3,14,42,yeah right  god need boyfriend  know ryan i'm totally ready set one business school friends  whenever,Pam,False
13811,3,14,42,ok,Ryan,False
13812,3,14,43,oh god would get fat worked here,Elizabeth,False
13813,3,14,43,yeah  lose appetite time,Pam,False
13814,3,14,43,could strip know,Elizabeth,False
13815,3,14,43,thanks,Pam,False
13816,3,14,44,want end relationship,Michael,False
13817,3,14,44,i'm closer firing you,Jan,False
13818,3,14,44,sweet  best gd girlfriend world  know that,Michael,False
13819,3,14,44,i'll talk later,Jan,False
13820,3,14,44,are  are,Michael,False
13821,3,14,45,know turned kind creep  ben franklin  elizabeth stripper gave great advice  rhymed  really makes wonder ben franklin become president someone like elizabeth can't,Michael,False
13822,3,14,46,near sighted far sighted,Dwight,False
13823,3,14,46,both  that's invented bifocal,Ben Franklin,False
13824,3,14,46,gah!!!,Dwight,False
13825,3,15,1,damn lost another file going reboot again [windows reboot sound] hey dwight want altoid,Jim,False
13826,3,15,1,think,Dwight,False
13827,3,15,2,school learned scientist trained dogs salivate sound bell feeding whenever bell rang last couple weeks i've conducting similar experiment,Jim,False
13828,3,15,3,[windows reboot sound] dwight want altoid,Jim,False
13829,3,15,3,okay,Dwight,False
13830,3,15,4,[windows reboot sound] altoid,Jim,False
13831,3,15,4,sure,Dwight,False
13832,3,15,5,[windows reboot sound] mint dwight,Jim,False
13833,3,15,5,inbwit yes,Dwight,False
13834,3,15,6,[windows reboot sound] [dwight holds hand sighs],Dwight,False
13835,3,15,6,doing,Jim,False
13836,3,15,6,i,Dwight,False
13837,3,15,6,what,Jim,False
13838,3,15,6,know mouth tastes bad sudden [nasty dry mouth-smaking noise],Dwight,False
13839,3,15,7,always bridesmaids right ladies,Michael,False
13840,3,15,7,okay next one everyone hop out phyllis dad actually let's bring mom back in sisters you you you great,Photographer,False
13841,3,15,8,phyllis getting married wedding party asked push father's wheelchair aisle so basically co-giving away bride since pay salary like i'm paying wedding i'm happy do big day phyllis even bigger day me employer bride,Michael,False
13842,3,15,9,yes put michael wedding way could think get six weeks honeymoon one else ever gotten six weeks before,Phyllis,False
13843,3,15,10,phyllis ended using exact invitations roy me kind like invited wedding like 'wait thought called off',Pam,False
13844,3,15,11,what's box,Jim,False
13845,3,15,11,toaster you,Stanley,False
13846,3,15,11,toaster,Karen,False
13847,3,15,11,unbelievable,Stanley,False
13848,3,15,12,hello angela,Dwight,False
13849,3,15,12,hi dwight,Angela,False
13850,3,15,12,look beautiful queen england,Dwight,False
13851,3,15,12,thank you linger break left left!,Angela,False
13852,3,15,13,shrutes traditions   usually marry standing graves makes funerals romantic weddings bleak affair,Dwight,False
13853,3,15,14,flowers nice,Jim,False
13854,3,15,14,yeah p r,Karen,False
13855,3,15,14,phyllis robert,Jim,False
13856,3,15,14,ah course,Karen,False
13857,3,15,15,also pam roy,Pam,False
13858,3,15,16,is swear phyllis beautiful first day started work dunder mifflin,Michael,False
13859,3,15,16,thanks michael that's sweet said outside,Phyllis,False
13860,3,15,16,doin' excited,Michael,False
13861,3,15,16,yes very,Phyllis,False
13862,3,15,16,me too need vomit ok did want talk tonight,Michael,False
13863,3,15,16,no,Phyllis,False
13864,3,15,16,probably worried pleasing bob lot pressure phyllis break wind okay did natural reaction wedding nervous,Michael,False
13865,3,15,16,me,Phyllis,False
13866,3,15,16,okay umm i'm sure bob wow is pungent lost train thought aaah set hairstyle,Michael,False
13867,3,15,16,thought was,Phyllis,False
13868,3,15,16,here let me,Michael,False
13869,3,15,16,michael no,Phyllis,False
13870,3,15,16,cover bald patch,Michael,False
13871,3,15,16,need your thank you no michael please need time alone,Phyllis,False
13872,3,15,16,okay,Michael,False
13873,3,15,17,might surprised learn i've one wedding actually cute story mom marrying jeff asked ring bearer understandably emotional somehow pants became wet,Michael,False
13874,3,15,17,[in video michael kid] hate you!,Michael,False
13875,3,15,17,long story short jeff's dog ended ring bearer irony ceremony dog peed everything nobody said 'boo',Michael,False
13876,3,15,18,people here many people earth need new plague people,Dwight,False
13877,3,15,18,know what bet lot wedding crashers,Jim,False
13878,3,15,18,way,Dwight,False
13879,3,15,18,ever see movie,Jim,False
13880,3,15,18,course saw it,Dwight,False
13881,3,15,19,saw wedding crashers accidentally bought ticket grizzly man went wrong theatre hour figured wrong theatre kept waiting that's thing bear attacks come least expect it,Dwight,False
13882,3,15,20,know wish wish investigative powers smoke guys out,Jim,False
13883,3,15,20,again jim take care this locate wedding crashers report phyllis way get gift,Dwight,False
13884,3,15,21,[to toby's date] hi i'm kevin [to toby] find her,Kevin,False
13885,3,15,21,gym,Toby,False
13886,3,15,21,riiight gym [snickers],Kevin,False
13887,3,15,22,could scoot over dress,Kelly,False
13888,3,15,22,thought supposed wear white wedding,Meredith,False
13889,3,15,22,know emergency,Kelly,False
13890,3,15,23,look,Kelly,False
13891,3,15,24,strappy young lad sitting phyllis' father albert quite ladies' man albert hah ah ringbearer could done better better going better can't believe i'm actually this! ooh! ready this albert am let's it,Michael,False
13892,3,15,25,that's dress,Pam,False
13893,3,15,25,[whispers father] that's ok [albert gets wheelchair starts walking],Michael,False
13894,3,15,25,miracle,Dwight,False
13895,3,15,25,[generalized clapping],Crowd,False
13896,3,15,25,bull****!,Michael,False
13897,3,15,26,walking phyllis aisle supposed highlight wedding now wedding highlight,Michael,False
13898,3,15,27,can't believe pushed that guy's lazy ass around day ready stand steal show that's well got news you albert that's real name show's over,Michael,False
13899,3,15,28,you phyllis take bob vance vance refrigeration lawfully wedded husband,Priest,False
13900,3,15,28,do,Phyllis,False
13901,3,15,28,ladies gentlemen may present first time couple mr mrs bob vance!,Michael,False
13902,3,15,28,you bob,Priest,False
13903,3,15,28,oh shiii,Michael,False
13904,3,15,28, take phyllis lawfully wedded wife,Priest,False
13905,3,15,28,do,Bob Vance,False
13906,3,15,28,may kiss bride,Priest,False
13907,3,15,28,ladies gentleman first time couple mr mrs bob vance [generalized clapping cheering] yeah! that's i'm talking about!,Michael,False
13908,3,15,29,congratulations phyllis look lovely dress white white eyes burning,Angela,False
13909,3,15,29,thanks angela,Phyllis,False
13910,3,15,30,congratulations bob good man know ever lay finger phyllis kill you,Michael,False
13911,3,15,30,ever lay finger phyllis i'll kill you,Bob Vance,False
13912,3,15,30,agreed fingers laid phyllis [to albert] oh decided sit again huh great bet hear me too,Michael,False
13913,3,15,31,best luck phyllis also i'm going need see copy guest manifest well photographs caterers,Dwight,False
13914,3,15,31,that dwight,Phyllis,False
13915,3,15,31,dammit phyllis!,Dwight,False
13916,3,15,32,right must awful you,Kelly,False
13917,3,15,32,mean,Pam,False
13918,3,15,32,well supposed wedding,Kelly,False
13919,3,15,32,oh um no  that's um that's actually fine,Pam,False
13920,3,15,32,there's way fine i'm sorry you would like freak get really drunk tell someone pregnant,Kelly,False
13921,3,15,32,okay that's lot good ideas thanks,Pam,False
13922,3,15,33,scuse me sir know happy couple,Dwight,False
13923,3,15,33,who,Uncle Al,False
13924,3,15,33,bride groom names,Dwight,False
13925,3,15,33,oh i don't i'm sure,Uncle Al,False
13926,3,15,33,oh get it get it come on freeloader let's move it come on come on,Dwight,False
13927,3,15,33,okay okay going,Uncle Al,False
13928,3,15,33,got find another wedding crash friend,Dwight,False
13929,3,15,33,oh!,Uncle Al,False
13930,3,15,34,phyllis! happy everything make perfecter,Michael,False
13931,3,15,34,beautiful find seat enjoy buffet,Phyllis,False
13932,3,15,34,i'm already it chicken totally undercooked sent back,Michael,False
13933,3,15,34,fish,Phyllis,False
13934,3,15,34,take care that,Michael,False
13935,3,15,35,do know fair amount fine food drink white,Michael,False
13936,3,15,36,first wedding third wedding scrantonicity played also played bassist's wedding guitarist's wedding,Kevin,False
13937,3,15,37,attention everyone attention please supposed ask anyone seen uncle al old brown eyes dementia family concerned serious situation [sings] roxanne put red light,Kevin,False
13938,3,15,38,hey,Roy,False
13939,3,15,38,hey,Pam,False
13940,3,15,38,know normally notice kind things uh wedding's really nice! mean flowers stuff phyllis got great taste,Roy,False
13941,3,15,38,kidding me right,Pam,False
13942,3,15,38,know probably going remember this right um color roses got color roses prom,Roy,False
13943,3,15,38,roy picked flowers phyllis stole ideas wedding,Pam,False
13944,3,15,38,uh guess really involved planning,Roy,False
13945,3,15,38,yeah,Pam,False
13946,3,15,38,sorry that,Roy,False
13947,3,15,38,okay,Pam,False
13948,3,15,38,think sucks you one actually wanted get married,Roy,False
13949,3,15,39,phyllis wonderful woman hell bowler!,Randy,False
13950,3,15,39,[cheering clapping],Crowd,False
13951,3,15,39,is,Unknown,False
13952,3,15,39,cheers,Randy,False
13953,3,15,39,cheers,Crowd,False
13954,3,15,39,thank you randy great thank you thank much hi i'm michael scott next forty minutes i'm going tour guide lives phyllis lapin bob vance  one great seemingly impossible love stories time name michael scott webster's dictionary defines 'wedding' fusing two metals hot torch well know something think guys two metals gold medals know me i'm michael scott phyllis' boss quote princess bride 'mawige,Michael,False
13955,3,15,40,important part speech opening line time factor like try three four different ones,Michael,False
13956,3,15,41,phyllis bob celebrity couple name would phlob look her kind matronly today back high school swear nickname 'easy rider' bob bob vance,Michael,False
13957,3,15,41,oh okay that's enough,Bob Vance,False
13958,3,15,41,guy that,Michael,False
13959,3,15,41,thanks michael give me,Bob Vance,False
13960,3,15,41,works okay hold hold on hold on look look say anything phyllis' dad upstaged ceremony think owe this kay,Michael,False
13961,3,15,41,give microphone,Bob Vance,False
13962,3,15,41,no i'm going to,Michael,False
13963,3,15,41,give me give microphone michael,Bob Vance,False
13964,3,15,41,ok right,Michael,False
13965,3,15,41,here!,Bob Vance,False
13966,3,15,41,oh yeah here! you're yeah hate you!,Michael,False
13967,3,15,42,hey,Jim,False
13968,3,15,42,hey!,Pam,False
13969,3,15,42,going get see famous beesly dance moves,Jim,False
13970,3,15,42,oh i'm pacing myself,Pam,False
13971,3,15,42,come on get there give people want,Jim,False
13972,3,15,42,no i'm dorky dancer,Pam,False
13973,3,15,42,know cute,Jim,False
13974,3,15,43,hypothetically thought pam interested then no totally hypothetical,Jim,False
13975,3,15,44,come come on!,Michael,False
13976,3,15,44,can't let in michael,Dwight,False
13977,3,15,44,dwight just,Michael,False
13978,3,15,44,no bob phyllis' orders,Dwight,False
13979,3,15,44,look wanted go quietly sit piece cake i'm even going dance one song,Michael,False
13980,3,15,44,real life wedding crasher must bounce you i'm sorry gives pleasure,Dwight,False
13981,3,15,44,ok,Michael,False
13982,3,15,45,hey they're playing song,Roy,False
13983,3,15,45,yeah that's weird thought played police,Pam,False
13984,3,15,45,know uh gave twenty bucks want dance,Roy,False
13985,3,15,46,[sings] ee meant you buppity du bom bu,Michael,False
13986,3,15,47,[to pam] hey want get here,Roy,False
13987,3,15,48,here's 'not hypothetical' i'm really happy i'm karen,Jim,False
13988,3,15,49,[sings] every little thing magic every little thing turns on even though life tragic know love goes on every,Karen,False
13989,3,15,50,one two three ahhhh! [phyllis throws flowers ryan knocks kelly's hands toby's date gets them],Women,False
13990,3,15,51,toby! yeah!,Toby,False
13991,3,15,52,want phyllis great day,Michael,False
13992,3,15,52,phyllis great together,Uncle Al,False
13993,3,15,52,great together great team,Michael,False
13994,3,15,52,celtics great team,Uncle Al,False
13995,3,15,52,yes yes were robert parrish! talk her want ruin honeymoon,Michael,False
13996,3,15,52,nobody ever helped me myself even doctor know!,Uncle Al,False
13997,3,15,52,dude keep together listened half hour even though stuff went right head,Michael,False
13998,3,15,53,phyllis phyllis! wait! please i'm sorry just wanted make day remember,Michael,False
13999,3,15,53,found uncle al!,Phyllis,False
14000,3,15,53,yeah yeah he's kind weirdo,Michael,False
14001,3,15,53,thank you michael,Phyllis,False
14002,3,15,53,you're welcome,Michael,False
14003,3,15,54,say wedding day goes flash lucky even get piece cake say that's crazy say let eat cake margaret thatcher said marriage smart broad,Michael,False
14004,3,15,55,careful oh no!! [phyllis bob smear cake other's face] oh wow! phyllis! phyllis! look like clown! here get me! get me! [michael smears cake face],Michael,False
14005,3,16,1,oh hey kevin nice join us you,Michael,False
14006,3,16,1,tire blew way here michael,Kevin,False
14007,3,16,1,huh,Michael,False
14008,3,16,1,almost died i went skid---,Kevin,False
14009,3,16,1,pop quiz,Michael,False
14010,3,16,1,what,Kevin,False
14011,3,16,1,today special day,Michael,False
14012,3,16,1,almost died,Kevin,False
14013,3,16,1,today's special day honored a visiting professor special lecturer emeritus you you,Michael,False
14014,3,16,1,guest speaker emerging enterprises class,Ryan,False
14015,3,16,1,business school kevin business school,Michael,False
14016,3,16,1,wow,Kevin,False
14017,3,16,2,bring boss class automatically bumps full letter grade so i'd stupid,Ryan,False
14018,3,16,3,boss like teacher like cool teacher like mr handell mr handell would hang us would tell us awesome jokes actually hooked one students um like twelve kids came forward papers  really ruined eighth grade us,Michael,False
14019,3,16,4,go college roadshow gotta bring our game inspiring thing i've ever said you,Michael,False
14020,3,16,4,idiot.' changed life,Dwight,False
14021,3,16,5,whenever i'm something think 'would idiot that?' would thing,Dwight,False
14022,3,16,6,throw hats think,Michael,False
14023,3,16,6,what,Ryan,False
14024,3,16,6,lot times a school naval academy rousing speech crowd would throw hats high air,Michael,False
14025,3,16,6,y-you understand nobody's graduating,Ryan,False
14026,3,16,6,yeah know know i'm saying throw hats i've got great line that 'may hats fly high dreams.'  pretty good line,Michael,False
14027,3,16,6,it apply,Ryan,False
14028,3,16,6,understand! wow relax spazzy boy sometimes little spaz! [pokes ryan] whoa hey!,Michael,False
14029,3,16,6,quit it!,Ryan,False
14030,3,16,6,fun,Michael,False
14031,3,16,7,can't art show tonight,Roy,False
14032,3,16,7,okay know students class little studio,Pam,False
14033,3,16,7,i-i miss world,Roy,False
14034,3,16,7,thanks,Pam,False
14035,3,16,8,i'm really happy back roy think shows maturity maturity dignity  braggy mean braggy,Pam,False
14036,3,16,9,love ya,Roy,False
14037,3,16,9,too,Pam,False
14038,3,16,10,pam's roy i'm karen and uh brangelina frangelina movin' on,Jim,False
14039,3,16,11,can't believe back together roy!,Kelly,False
14040,3,16,11,oh yeah! solid foundation know,Pam,False
14041,3,16,11,oh god love now,Kelly,False
14042,3,16,11,yeah oh come art show way,Pam,False
14043,3,16,11,oh art show!,Kelly,False
14044,3,16,11,mean big deal think lot people office there,Pam,False
14045,3,16,11,oh yeah definitely i'll there sure,Kelly,False
14046,3,16,12,campus brings back many memories  would made hey frisbee check out aww! say get fris class [runs over throws frisbee] whoo!,Michael,False
14047,3,16,12,dude,College Student,False
14048,3,16,13,oh god animal stool [jumps desk],Dwight,False
14049,3,16,13,dwight doing,Pam,False
14050,3,16,13,solving mystery that's quite alright you [opens ceiling tile] come papa okay ladies gentlemen bird trapped vent fortunately found befo--bat! baaat! bat!,Dwight,False
14051,3,16,13,oh god!,Karen,False
14052,3,16,13,baaaat! bat! no! everyone remain calm! goes!,Dwight,False
14053,3,16,13,goooood bye,Stanley,False
14054,3,16,13,[on ground]  please let stupid thing near me,Angela,False
14055,3,16,14,okay it ryan intro right now,Michael,False
14056,3,16,14,dunder-mifflin can't compete modern chains management unwilling unable adapt customers dying off,Ryan,False
14057,3,16,14,can't hear he's saying looks like he's really it,Michael,False
14058,3,16,15,have bat office,Dwight,False
14059,3,16,16,simple solution would open window had windows could open,Toby,False
14060,3,16,17,poop raining ceilings poop!,Angela,False
14061,3,16,18,okay thanks [hangs phone] animal control six,Jim,False
14062,3,16,18,six?! no unacceptable okay jim number two office need step show leadership,Dwight,False
14063,3,16,18,i'm sorry say wierd,Jim,False
14064,3,16,18,what what's wierd,Dwight,False
14065,3,16,18,bat mean know felt bite me look there's mark feel so tingly strangely powerful [shrugs] oh well,Jim,False
14066,3,16,19,now without ado present regional manager dunder mifflin scranton michael scott,Ryan,False
14067,3,16,19,hello everyone michael scott would like start today inspiring you may borrow someone's textbook please thank you here ooh economics very interesting [rips pages book] cannot learn books replace pages life lessons then have book worth weight gold [gives book back] know expensive um lesson priceless good alright think inspired shall proceed four kinds business tourism food service railroads sales hospitals slash manufacturing air travel,Michael,False
14068,3,16,20,[sighs] job halpert,Dwight,False
14069,3,16,20,ow!,Jim,False
14070,3,16,20,oh happened,Karen,False
14071,3,16,20,bread desk picked up white hot,Jim,False
14072,3,16,20,jim garlic bread cold,Karen,False
14073,3,16,20,what  no burned me i bizarre,Jim,False
14074,3,16,20,no no one crisis time,Dwight,False
14075,3,16,21,vampire bat u.s. would make sense come 'sylvania.' like penn-sylvania mean jim going become vampire carries vampiric germ,Dwight,False
14076,3,16,22,so wanna start business start need well first all need building secondly need supply need something sell could anything could be a thingamajig a whosi-whatsi or [pulls candy bar] whatchamacallit [throws bar] now need sell order payday [takes payday throws it] and sell enough them make 100 grand [throws 100 grand bar] [pulls snickers] satisfied,Michael,False
14077,3,16,23,oh looks great i'd i'd love there daughter's play tonight  damnit! know one parents probably videotape it,Toby,False
14078,3,16,23,oh! no go,Pam,False
14079,3,16,23,well important support local art know art,Toby,False
14080,3,16,24,okay i'm seeing confused faces there let slow little bit break down okay stickers sell profit fancy word money buy playstations beanie babies,Michael,False
14081,3,16,24,michael,Ryan,False
14082,3,16,24,and products!,Michael,False
14083,3,16,24,normally question answer thing,Ryan,False
14084,3,16,24,well okay kind getting going um alright well okay questions okay good first hand up,Michael,False
14085,3,16,24,sir company primary distributes paper adapted business model function increasingly paperless world,Business Student #1,False
14086,3,16,24,can't overestimate value computers yes great playing games forwarding funny emails real business done paper okay write down [everyone types laptops],Michael,False
14087,3,16,25,hey jim here's aspirin wanted,Karen,False
14088,3,16,25,oh thank god headache glare,Jim,False
14089,3,16,25,glare,Karen,False
14090,3,16,25,glare angela's crucifix blinding,Jim,False
14091,3,16,26,lot experience vampires hunted werewolves shot one once time got it turned back neighbor's dog,Dwight,False
14092,3,16,27,extraordinary events call extraordinary actions form allegiance--,Dwight,False
14093,3,16,27,sure,Creed,False
14094,3,16,27,--to use sudden violence,Dwight,False
14095,3,16,27,okay,Creed,False
